match_id,ID,first name,last name,birth_date,shirt number,forward,midfielder,defender,goalkeeper,team_name
M-2022-05,P-76864,Nawaf,Al-Abed,1990-01-26,18,0,1,0,0,Saudi Arabia
M-2022-05,P-12335,Abdulelah,Al-Amri,1997-01-15,4,0,0,1,0,Saudi Arabia
M-2022-05,P-94422,Mohammed,Al-Breik,1992-09-15,6,0,0,1,0,Saudi Arabia
M-2022-05,P-87284,Ali,Al-Bulaihi,1989-11-21,5,0,0,1,0,Saudi Arabia
M-2022-05,P-89845,Firas,Al-Buraikan,2000-05-14,9,1,0,0,0,Saudi Arabia
M-2022-05,P-70583,Salem,Al-Dawsari,1991-08-19,10,1,1,0,0,Saudi Arabia
M-2022-05,P-93688,Salman,Al-Faraj,1989-08-01,7,0,1,0,0,Saudi Arabia
M-2022-05,P-06789,Sultan,Al-Ghannam,1994-05-06,2,0,0,1,0,Saudi Arabia
M-2022-05,P-20216,Abdulellah,Al-Malki,1994-10-11,8,0,1,0,0,Saudi Arabia
M-2022-05,P-85438,Mohammed,Al-Owais,1991-10-10,21,0,0,0,1,Saudi Arabia
M-2022-05,P-45457,Yasser,Al-Shahrani,1992-05-25,13,0,0,1,0,Saudi Arabia
M-2022-05,P-37308,Saleh,Al-Shehri,1993-11-01,11,1,0,0,0,Saudi Arabia
M-2022-05,P-93173,Hassan,Al-Tambakti,1999-02-09,17,0,0,1,0,Saudi Arabia
M-2022-05,P-40487,Haitham,Asiri,2001-03-25,25,1,0,0,0,Saudi Arabia
M-2022-05,P-91268,Mohamed,Kanno,1994-09-22,23,0,1,0,0,Saudi Arabia
M-2022-06,P-43705,Joachim,Andersen,1996-05-31,2,0,0,1,0,Denmark
M-2022-06,P-18923,Andreas,Christensen,1996-04-10,6,0,0,1,0,Denmark
M-2022-06,P-29053,Andreas,Cornelius,1993-03-16,21,1,0,0,0,Denmark
M-2022-06,P-57782,Mikkel,Damsgaard,2000-07-03,14,0,1,0,0,Denmark
M-2022-06,P-57615,Thomas,Delaney,1991-09-03,8,0,1,0,0,Denmark
M-2022-06,P-72592,Kasper,Dolberg,1997-10-06,12,1,0,0,0,Denmark
M-2022-06,P-50104,Christian,Eriksen,1992-02-14,10,0,1,0,0,Denmark
M-2022-06,P-98199,Pierre-Emile,Højbjerg,1995-08-05,23,0,1,0,0,Denmark
M-2022-06,P-26593,Mathias,Jensen,1996-01-01,7,0,1,0,0,Denmark
M-2022-06,P-14988,Simon,Kjær,1989-03-26,4,0,0,1,0,Denmark
M-2022-06,P-82877,Rasmus,Kristensen,1997-07-11,13,0,0,1,0,Denmark
M-2022-06,P-70516,Jesper,Lindstrøm,2000-02-29,25,0,1,0,0,Denmark
M-2022-06,P-39995,Joakim,Mæhle,1997-05-20,5,0,0,1,0,Denmark
M-2022-06,P-82313,Andreas Skov,Olsen,1999-12-29,11,0,1,0,0,Denmark
M-2022-06,P-58755,Kasper,Schmeichel,1986-11-05,1,0,0,0,1,Denmark
M-2022-06,P-64924,Ali,Abdi,1993-12-20,24,0,0,1,0,Tunisia
M-2022-06,P-45680,Anis,Ben Slimane,2001-03-16,25,1,0,0,0,Tunisia
M-2022-06,P-11879,Dylan,Bronn,1995-06-19,6,0,0,1,0,Tunisia
M-2022-06,P-32803,Aymen,Dahmen,1997-01-28,16,0,0,0,1,Tunisia
M-2022-06,P-49094,Mohamed,Dräger,1996-06-25,20,0,0,1,0,Tunisia
M-2022-06,P-11346,Issam,Jebali,1991-12-25,9,1,0,0,0,Tunisia
M-2022-06,P-27079,Wajdi,Kechrida,1995-11-05,21,0,0,1,0,Tunisia
M-2022-06,P-21865,Taha Yassine,Khenissi,1992-01-06,11,1,0,0,0,Tunisia
M-2022-06,P-29063,Aïssa,Laïdouni,1996-12-13,14,0,1,0,0,Tunisia
M-2022-06,P-48887,Hannibal,Mejbri,2003-01-21,8,0,1,0,0,Tunisia
M-2022-06,P-81706,Yassine,Meriah,1993-07-02,4,0,0,1,0,Tunisia
M-2022-06,P-25741,Youssef,Msakni,1990-10-28,7,1,0,0,0,Tunisia
M-2022-06,P-90867,Ferjani,Sassi,1992-03-18,13,0,1,0,0,Tunisia
M-2022-06,P-47815,Ellyes,Skhiri,1995-05-10,17,0,1,0,0,Tunisia
M-2022-06,P-69793,Naïm,Sliti,1992-07-27,23,1,0,0,0,Tunisia
M-2022-06,P-73455,Montassar,Talbi,1998-05-26,3,0,0,1,0,Tunisia
M-2022-07,P-81433,Uriel,Antuna,1997-08-21,21,1,0,0,0,Mexico
M-2022-07,P-49806,Luis,Chávez,1996-01-15,24,0,1,0,0,Mexico
M-2022-07,P-80088,Jesús,Gallardo,1994-08-15,23,0,1,1,0,Mexico
M-2022-07,P-42911,Héctor,Herrera,1990-04-19,16,0,1,1,0,Mexico
M-2022-07,P-57865,Raúl,Jiménez,1991-05-05,9,1,0,0,0,Mexico
M-2022-07,P-24705,Hirving,Lozano,1995-07-30,22,1,0,0,0,Mexico
M-2022-07,P-49482,Henry,Martín,1992-11-18,20,1,0,0,0,Mexico
M-2022-07,P-36212,César,Montes,1997-02-24,3,0,0,1,0,Mexico
M-2022-07,P-21208,Héctor,Moreno,1988-01-17,15,0,0,1,0,Mexico
M-2022-07,P-80826,Guillermo,Ochoa,1985-07-13,13,0,0,0,1,Mexico
M-2022-07,P-19618,Carlos,Rodríguez,1997-01-03,8,0,1,0,0,Mexico
M-2022-07,P-24062,Jorge,Sánchez,1997-12-10,19,0,0,1,0,Mexico
M-2022-07,P-64182,Alexis,Vega,1997-11-25,10,1,0,0,0,Mexico
M-2022-07,P-26546,Edson,Álvarez,1997-10-24,4,0,0,1,0,Mexico
M-2022-07,P-42160,Bartosz,Bereszynski,1992-07-12,18,0,0,1,0,Poland
M-2022-07,P-14593,Krystian,Bielik,1998-01-04,6,0,1,0,0,Poland
M-2022-07,P-17099,Matty,Cash,1997-08-07,2,0,0,1,0,Poland
M-2022-07,P-23437,Przemyslaw,Frankowski,1995-04-12,24,0,1,0,0,Poland
M-2022-07,P-29046,Kamil,Glik,1988-02-03,15,0,0,1,0,Poland
M-2022-07,P-83610,Jakub,Kaminski,2002-06-05,13,0,1,0,0,Poland
M-2022-07,P-44780,Jakub,Kiwior,2000-02-15,14,0,0,1,0,Poland
M-2022-07,P-45449,Grzegorz,Krychowiak,1990-01-29,10,0,1,0,0,Poland
M-2022-07,P-00549,Robert,Lewandowski,1988-08-21,9,1,0,0,0,Poland
M-2022-07,P-12381,Arkadiusz,Milik,1994-02-28,7,1,0,0,0,Poland
M-2022-07,P-31606,Wojciech,Szczesny,1990-04-18,1,0,0,0,1,Poland
M-2022-07,P-65512,Sebastian,Szymanski,1999-05-10,19,0,1,0,0,Poland
M-2022-07,P-40498,Nicola,Zalewski,2002-01-23,21,0,1,0,0,Poland
M-2022-07,P-32165,Piotr,Zielinski,1994-05-20,20,0,1,0,0,Poland
M-2022-08,P-09062,Nathaniel,Atkinson,1999-06-13,3,0,0,1,0,Australia
M-2022-08,P-27035,Keanu,Baccus,1998-06-07,26,0,1,0,0,Australia
M-2022-08,P-51118,Aziz,Behich,1990-12-16,16,0,0,1,0,Australia
M-2022-08,P-67089,Jason,Cummings,1995-08-01,25,1,0,0,0,Australia
M-2022-08,P-59727,Miloš,Degenek,1994-04-28,2,0,0,1,0,Australia
M-2022-08,P-91029,Mitchell,Duke,1991-01-18,15,1,0,0,0,Australia
M-2022-08,P-82010,Craig,Goodwin,1991-12-16,23,1,0,0,0,Australia
M-2022-08,P-34822,Jackson,Irvine,1993-03-07,22,0,1,0,0,Australia
M-2022-08,P-05864,Garang,Kuol,2004-09-15,21,1,0,0,0,Australia
M-2022-08,P-35837,Mathew,Leckie,1991-02-04,7,1,0,0,0,Australia
M-2022-08,P-61979,Awer,Mabil,1995-09-15,11,1,0,0,0,Australia
M-2022-08,P-51406,Riley,McGree,1998-11-02,14,0,1,0,0,Australia
M-2022-08,P-95847,Aaron,Mooy,1990-09-15,13,0,1,0,0,Australia
M-2022-08,P-88273,Kye,Rowles,1998-06-24,4,0,0,1,0,Australia
M-2022-08,P-10244,Mathew,Ryan,1992-04-08,1,0,0,0,1,Australia
M-2022-08,P-89217,Harry,Souttar,1998-10-22,19,0,0,1,0,Australia
M-2022-08,P-06614,Kingsley,Coman,1996-06-13,20,1,0,0,0,France
M-2022-08,P-97778,Ousmane,Dembélé,1997-05-15,11,1,0,0,0,France
M-2022-08,P-23304,Youssouf,Fofana,1999-01-10,13,0,1,0,0,France
M-2022-08,P-89750,Olivier,Giroud,1986-09-30,9,1,0,0,0,France
M-2022-08,P-90908,Antoine,Griezmann,1991-03-21,7,1,0,0,0,France
M-2022-08,P-84424,Lucas,Hernandez,1996-02-14,21,0,0,1,0,France
M-2022-08,P-09867,Théo,Hernandez,1997-10-06,22,0,0,1,0,France
M-2022-08,P-86920,Ibrahima,Konaté,1999-05-25,24,0,0,1,0,France
M-2022-08,P-78484,Jules,Koundé,1998-11-12,5,0,0,1,0,France
M-2022-08,P-30711,Hugo,Lloris,1986-12-26,1,0,0,0,1,France
M-2022-08,P-64077,Kylian,Mbappé,1998-12-20,10,1,0,0,0,France
M-2022-08,P-60652,Benjamin,Pavard,1996-03-28,2,0,0,1,0,France
M-2022-08,P-57401,Adrien,Rabiot,1995-04-03,14,0,1,0,0,France
M-2022-08,P-54517,Aurélien,Tchouaméni,2000-01-27,8,0,1,0,0,France
M-2022-08,P-13613,Marcus,Thuram,1997-08-06,26,1,0,0,0,France
M-2022-08,P-03945,Dayot,Upamecano,1998-10-27,18,0,0,1,0,France
M-2022-09,P-79215,Marcelo,Brozovic,1992-11-16,11,0,1,0,0,Croatia
M-2022-09,P-58420,Joško,Gvardiol,2002-01-23,20,0,0,1,0,Croatia
M-2022-09,P-16484,Josip,Juranovic,1995-08-16,22,0,0,1,0,Croatia
M-2022-09,P-07670,Mateo,Kovacic,1994-05-06,8,0,1,0,0,Croatia
M-2022-09,P-65182,Andrej,Kramaric,1991-06-19,9,1,0,0,0,Croatia
M-2022-09,P-31643,Marko,Livaja,1993-08-26,14,1,0,0,0,Croatia
M-2022-09,P-99988,Dominik,Livakovic,1995-01-09,1,0,0,0,1,Croatia
M-2022-09,P-56297,Dejan,Lovren,1989-07-05,6,0,0,1,0,Croatia
M-2022-09,P-64353,Lovro,Majer,1998-01-17,7,0,1,0,0,Croatia
M-2022-09,P-29491,Luka,Modric,1985-09-09,10,0,1,0,0,Croatia
M-2022-09,P-26942,Mislav,Oršic,1992-12-29,18,1,0,0,0,Croatia
M-2022-09,P-89948,Mario,Pašalic,1995-02-09,15,0,1,0,0,Croatia
M-2022-09,P-93884,Ivan,Perišic,1989-02-02,4,1,1,0,0,Croatia
M-2022-09,P-84190,Borna,Sosa,1998-01-21,19,0,0,1,0,Croatia
M-2022-09,P-22160,Nikola,Vlašic,1997-10-04,13,0,1,0,0,Croatia
M-2022-09,P-47490,Nayef,Aguerd,1996-03-30,5,0,0,1,0,Morocco
M-2022-09,P-23330,Selim,Amallah,1996-11-15,15,0,1,0,0,Morocco
M-2022-09,P-71023,Sofyan,Amrabat,1996-08-21,4,0,1,0,0,Morocco
M-2022-09,P-91543,Yahia,Attiyat Allah,1995-03-02,25,0,0,1,0,Morocco
M-2022-09,P-59033,Sofiane,Boufal,1993-09-17,17,0,1,0,0,Morocco
M-2022-09,P-50688,Yassine,Bounou,1991-04-05,1,0,0,0,1,Morocco
M-2022-09,P-42517,Youssef,En-Nesyri,1997-06-01,19,1,0,0,0,Morocco
M-2022-09,P-21052,Abde,Ezzalzouli,2001-12-17,16,1,0,0,0,Morocco
M-2022-09,P-45288,Achraf,Hakimi,1998-11-04,2,0,0,1,0,Morocco
M-2022-09,P-90423,Abderrazak,Hamdallah,1990-12-17,9,1,0,0,0,Morocco
M-2022-09,P-09614,Noussair,Mazraoui,1997-11-14,3,0,0,1,0,Morocco
M-2022-09,P-40619,Azzedine,Ounahi,2000-04-19,8,0,1,0,0,Morocco
M-2022-09,P-05265,Abdelhamid,Sabiri,1996-11-28,11,1,0,0,0,Morocco
M-2022-09,P-26068,Romain,Saïss,1990-03-26,6,0,0,1,0,Morocco
M-2022-09,P-70715,Hakim,Ziyech,1993-03-19,7,0,1,0,0,Morocco
M-2022-10,P-46246,Niclas,Füllkrug,1993-02-09,9,1,0,0,0,Germany
M-2022-10,P-75989,Serge,Gnabry,1995-07-14,10,1,0,0,0,Germany
M-2022-10,P-79409,Leon,Goretzka,1995-02-06,8,0,1,0,0,Germany
M-2022-10,P-63673,Mario,Götze,1992-06-03,11,0,1,0,0,Germany
M-2022-10,P-08896,Ilkay,Gündogan,1990-10-24,21,0,1,0,0,Germany
M-2022-10,P-77743,Kai,Havertz,1999-06-11,7,1,0,0,0,Germany
M-2022-10,P-18188,Jonas,Hofmann,1992-07-14,18,0,1,0,0,Germany
M-2022-10,P-30316,Joshua,Kimmich,1995-02-08,6,0,1,1,0,Germany
M-2022-10,P-04137,Youssoufa,Moukoko,2004-11-20,26,1,0,0,0,Germany
M-2022-10,P-47182,Jamal,Musiala,2003-02-26,14,0,1,0,0,Germany
M-2022-10,P-28154,Thomas,Müller,1989-09-13,13,1,1,0,0,Germany
M-2022-10,P-19408,Manuel,Neuer,1986-03-27,1,0,0,0,1,Germany
M-2022-10,P-20804,David,Raum,1998-04-22,3,0,0,1,0,Germany
M-2022-10,P-51201,Antonio,Rüdiger,1993-03-03,2,0,0,1,0,Germany
M-2022-10,P-71859,Nico,Schlotterbeck,1999-12-01,23,0,0,1,0,Germany
M-2022-10,P-48737,Niklas,Süle,1995-09-03,15,0,0,1,0,Germany
M-2022-10,P-46913,Takuma,Asano,1994-11-10,18,1,0,0,0,Japan
M-2022-10,P-58907,Ritsu,Doan,1998-06-16,8,0,1,0,0,Japan
M-2022-10,P-53282,Wataru,Endo,1993-02-09,6,0,1,1,0,Japan
M-2022-10,P-66906,Shuichi,Gonda,1989-03-03,12,0,0,0,1,Japan
M-2022-10,P-35225,Ko,Itakura,1997-01-27,4,0,0,1,0,Japan
M-2022-10,P-86909,Junya,Ito,1993-03-09,14,0,1,0,0,Japan
M-2022-10,P-62952,Daichi,Kamada,1996-08-05,15,0,1,0,0,Japan
M-2022-10,P-39942,Takefusa,Kubo,2001-06-04,11,0,1,0,0,Japan
M-2022-10,P-30206,Daizen,Maeda,1997-10-20,25,1,0,0,0,Japan
M-2022-10,P-05559,Takumi,Minamino,1995-01-16,10,0,1,0,0,Japan
M-2022-10,P-22633,Kaoru,Mitoma,1997-05-20,9,0,1,0,0,Japan
M-2022-10,P-26303,Yuto,Nagatomo,1986-09-12,5,0,0,1,0,Japan
M-2022-10,P-56398,Hiroki,Sakai,1990-04-12,19,0,0,1,0,Japan
M-2022-10,P-82447,Ao,Tanaka,1998-09-10,17,0,1,0,0,Japan
M-2022-10,P-68429,Takehiro,Tomiyasu,1998-11-05,16,0,0,1,0,Japan
M-2022-10,P-89321,Maya,Yoshida,1988-08-24,22,0,0,1,0,Japan
M-2022-11,P-44957,Brandon,Aguilera,2003-06-28,20,0,1,0,0,Costa Rica
M-2022-11,P-09889,Jewison,Bennette,2004-06-15,9,0,1,0,0,Costa Rica
M-2022-11,P-11767,Celso,Borges,1988-05-27,5,0,1,0,0,Costa Rica
M-2022-11,P-71100,Francisco,Calvo,1992-07-08,15,0,0,1,0,Costa Rica
M-2022-11,P-70812,Joel,Campbell,1992-06-26,12,1,0,0,0,Costa Rica
M-2022-11,P-02556,Anthony,Contreras,2000-01-29,7,1,0,0,0,Costa Rica
M-2022-11,P-97912,Óscar,Duarte,1989-06-03,6,0,0,1,0,Costa Rica
